No.,Compound ID,SMILES,Assay ID,LogP app,,,,,,,,,
140,CHEMBL3425623,[C@]2(C[C@@](C)C)NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@](C[C@@](C)C)NC2=O)C[C@@](C)C)Cc3cnc4c3cccc4)C[C@@](C)C,CHEMBL3430218,-5.6,,,,,,,,,
141,CHEMBL3425624,[C@]2(C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1CCCN1C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC2=O)C[C@@](C)C)Cc3cnc4c3cccc4)C[C@@](C)C,CHEMBL3430218,-5.78,,,,,,,,,
142,CHEMBL3425625,[C@]2(C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1CCCN1C(=O)[C@@](NC(=O)[C@]([C@](CC)C)NC2=O)[C@](CC)C)Cc3cnc4c3cccc4)[C@@](C)CC,CHEMBL3430218,-6.39,a,,,,,,,,
143,CHEMBL3425626,C2NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-8,,,,,,,,,
144,CHEMBL3425627,C2NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-7.16,,,,,,,,,
145,CHEMBL3425628,C1NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@](Cc2ccccc2)NC1=O)C[C@@](C)C)C[C@@](C)C)Cc3ccc(O)cc3)C,CHEMBL3430218,-7.7,,,,,,,,,
146,CHEMBL3425629,C2NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-8,,,,,,,,,
147,CHEMBL3425630,C2NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](NC(=O)[C@@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-8,,,,,,,,,
148,CHEMBL3425631,C2NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-7.52,,,,,,,,,
149,CHEMBL3425632,C2N(C)C(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)N(C)C2=O)C[C@@](C)C)Cc4ccc(O)cc4),CHEMBL3430218,-6.46,,,,,,,,,
150,CHEMBL3425633,C2NC(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]1CCCN1C(=O)[C@@](N(C)C(=O)[C@](Cc3ccccc3)N(C)C2=O)C[C@@](C)C)Cc4ccc(O)cc4),CHEMBL3430218,-6.8,,,,,,,,,
151,CHEMBL3425634,C2N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-7.16,,,,,,,,,
152,CHEMBL3425635,C1N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C(=O)[C@](N(C)C(=O)[C@](Cc2ccccc2)NC1=O)C[C@@](C)C)Cc3ccc( O)cc3)C,CHEMBL3430218,-6.03,,,,,,,,,
153,CHEMBL3425636,C2N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4),CHEMBL3430218,-7.52,,,,,,,,,
154,CHEMBL3425637,C2N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](N(C)C(=O)[C@@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc 4)C,CHEMBL3430218,-6.85,,,,,,,,,
155,CHEMBL3425639,C2N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4) C[C@@](C)C,CHEMBL3430218,-7,,,,,,,,,
156,CHEMBL3425640,[C@]2(C[C@@](C)C)N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C[C@@](C)C,CHEMBL3430218,-6.39,,,,,,,,,
157,CHEMBL3425642,[C@@]1(C)NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@](C)N(C)C1=O)C)C)C)C,CHEMBL3430218,-8,,,,,,,,,
158,CHEMBL3425643,[C@@]1(Cc2ccccc2)NC([C@]6N(CCC6)C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC1=O)Cc4cnc5c4cccc5)[C@ @](C)C)C[C@@](C)C)=O,CHEMBL3430218,-6.43,,,,,,,,,
159,CHEMBL3425644,[C@]12CCCN2C(=O)[C@](Cc4ccc(O)cc4)NC(=O)[C@](Cc3ccccc3)NC([C@]5N(CCC5)C(=O)[C@@](NC(=O)CNC1=O)C[C@@](C)C)=O,CHEMBL3430218,-8,,,,,,,,,
160,CHEMBL3425646,[C@]1(C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@@](C)C)C(NCC(=O)N[C@@]([C@](O)C)C(N[C@@](Cc2ccccc2)C(N1)=O)=O)=O,CHEMBL3430218,-7.4,,,,,,,,,
161,CHEMBL3425647,[C@]1(Cc3ccccc3)C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@]([C@](CC)C)C(NCC(=O)N[C@@]([C@](C)C)C(NCC(N1)=O)=O)=O,CHEMBL3430218,-8,,,,,,,,,
162,CHEMBL3425648,[C@]1(C[C@@](C)C)C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@@](C)C(NCC(=O)N[C@@]([C@](O)C)C(N[C@@](Cc3ccccc3)C(N1)=O)=O)=O,CHEMBL3430218,-7.7,,,,,,,,,
163,CHEMBL3425649,[C@]1(Cc3ccccc3)C(=O)NCC(=O)N[C@@](C[C@@](C)C)C(N[C@@](C)C(=O)N[C@@](Cc2ccc(O)cc2)C(N[C@@](CC(=O)N)C(N1)=O)=O)=O,CHEMBL3430218,-8,,,,,,,,,
164,CHEMBL3425650,[C@]1(C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@]([C@](O)C)C(NCC(=O)N[C@@]([C@](O)C)C(N[C@@](Cc2ccccc2)C(N1)=O)=O)=O,CHEMBL3430218,-7.7,,,,,,,,,
165,CHEMBL3425653,C2C(=O)N[C@@]([C@](O)C)C(N[C@@](Cc1ccccc1)C(N[C@@](C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(N2 C)=O)=O)=O,CHEMBL3430218,-7.7,,,,,,,,,
166,CHEMBL3425654,C2C(=O)N(C)[C@]([C@](O)C)C(N[C@@](Cc1ccccc1)C(N[C@@](C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(N2 C)=O)=O)=O,CHEMBL3430218,-8,,,,,,,,,
167,CHEMBL3427784,[C@]3(C[C@@](C)C)NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](NC(=O)[C@@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-5.79,,,,,,,,,
168,CHEMBL3427785,C[C@@](C)C[C@@]3NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@]4N(CCC4)C(=O)[C@@](C[C@@](C)C)NC3=O)Cc1ccc(O)cc1,CHEMBL3430218,-7.05,,,,,,,,,
169,CHEMBL3427786,[C@]3(C[C@@](C)C)NC(=O)[C@@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@](NC(=O)[C@@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-6.96,,,,,,,,,
170,CHEMBL3427787,[C@]3(C[C@@](C)C)NC(=O)[C@@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-5.46,,,,,,,,,
171,CHEMBL3427788,[C@]3(C[C@@](C)C)N(C)C(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-6.11,,,,,,,,,
172,CHEMBL3427789,[C@]3(C[C@@](C)C)NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-6.12,,,,,,,,,
173,CHEMBL3427790,[C@]3(C[C@@](C)C)NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](N(C)C(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-5.89,,,,,,,,,
174,CHEMBL3427791,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-6.02,,,,,,,,,
175,CHEMBL3427792,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.82,,,,,,,,,
176,CHEMBL3427793,[C@]3(C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.88,,,,,,,,,
177,CHEMBL3427794,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](NC(=O)[C@@](C[C@@](C)C)N(C)C3=O)C[C@@] (C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.42,,,,,,,,,
178,CHEMBL3427795,[C@@]3(C[C@@](C)C)N(C)C(=O)[C@](C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@]4N(CCC4)C(=O)[C@@](C[C@ @](C)C)NC3=O)Cc1ccc(O)cc1,CHEMBL3430218,-5.96,,,,,,,,,
179,CHEMBL3427796,[C@]3(C[C@@](C)C)N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@](N(C)C(=O)[C@@](C[C@@](C)C)NC3=O)C[C@ @](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.73,,,,,,,,,
180,CHEMBL3427797,[C@]3(C[C@@](C)C)N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](N(C)C(=O)[C@](C[C@@](C)C)NC3=O)C[C@@]( C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-7,,,,,,,,,
181,CHEMBL3427798,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](N(C)C(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.82,,,,,,,,,
182,CHEMBL421362,N13C(=O)[C@](Cc5ccccc5)NC(=O)[C@]([C@@](C)O)NC(=O)[C@](CCCC[NH3+])NC(=O)[C@@](Cc2cnc4c2cccc4)NC(=O)[C@](Cc6ccccc6)N C(=O)[C@@]1CCC3,CHEMBL3430218,-7.1,,,,,,,,,
183,CHEMBL121,N1C(=O)S[C@@](Cc2ccc(OCCN(C)c3ncccc3)cc2)C1=O,CHEMBL3431937,-5.12,,,,,,,,,
184,CHEMBL2216774,c1cccc(OCC(N2[C@@](c3scc(c4ncccc4)n3)CCCC2)=O)c1,CHEMBL3431937,-5.04,,,,,,,,,
185,CHEMBL2216778,c1c(C(=O)Nc3cc(F)ccc3)cc2c(O[C@@](C(=O)[O-])CN2S(=O)(=O)c4cc(Cl)ccc4OC)c1,CHEMBL3431937,-6.85,,,,,,,,,
186,CHEMBL2216779,c1c(C(=O)[O-])ccc(NC(=O)c2cc3c(CCN3S(=O)(=O)c4cc(Cl)ccc4OC)cc2)c1,CHEMBL3431937,-5.56,,,,,,,,,
187,CHEMBL3431460,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(C5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.84,,,,,,,,,
188,CHEMBL3431462,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3ccc(Cl)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.3,,,,,,,,,
189,CHEMBL3431464,Cc1c(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)snn1,CHEMBL3431937,-5.23,,,,,,,,,
190,CHEMBL3431465,CCn1c(C)nc(Cl)c1c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2,CHEMBL3431937,-5.4,,,,,,,,,
191,CHEMBL3431466,Cn1cnc(Br)c1c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2,CHEMBL3431937,-5.25,,,,,,,,,
192,CHEMBL3431467,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)n(C)n1,CHEMBL3431937,-5.36,,,,,,,,,
193,CHEMBL3431468,Cc1c(Cl)c(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)n(C)n1,CHEMBL3431937,-5.78,,,,,,,,,
194,CHEMBL3431469,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)no1,CHEMBL3431937,-5.41,,,,,,,,,
195,CHEMBL3431470,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.53,,,,,,,,,
196,CHEMBL3431471,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.52,,,,,,,,,
197,CHEMBL3431473,c1ccc(OCC(N2CCCC[C@@]2c3nc([C@@]4CCCCC4)on3)=O)cc1,CHEMBL3431937,-6.02,,,,,,,,,
198,CHEMBL3431474,CO[C@]1CC[C@@](c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)CC1,CHEMBL3431937,-5.46,,,,,,,,,
199,CHEMBL3431476,COC([C@]1CCCC[C@@]1c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)=O,CHEMBL3431937,-5.65,,,,,,,,,
200,CHEMBL3431477,CCn1cc(Sc4cc(Cl)ccc4OC)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.15,,,,,,,,,
201,CHEMBL3431478,CCn1cc(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.17,,,,,,,,,
202,CHEMBL3431479,C[C@@]1(C)C(N(c2ccc(Cl)c(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)no3)c2)C(N1)=O)=O,CHEMBL3431937,-6.31,,,,,,,,,
203,CHEMBL3431480,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4c(Cl)cnc(N)n4)on3)=O)cc1,CHEMBL3431937,-5.45,,,,,,,,,
204,CHEMBL3431481,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(n5cncn5)cc4)on3)=O)cc1,CHEMBL3431937,-5.65,,,,,,,,,
205,CHEMBL3431482,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(n5cnnn5)cc4)on3)=O)cc1,CHEMBL3431937,-5.77,,,,,,,,,
206,CHEMBL3431483,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc5c4ncn5)on3)=O)cc1,CHEMBL3431937,-5.78,,,,,,,,,
207,CHEMBL3431484,CC(c1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)cc1)=O,CHEMBL3431937,-5.81,,,,,,,,,
208,CHEMBL3431485,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5cnc4ccccc4n5)on3)=O)cc1,CHEMBL3431937,-5.38,,,,,,,,,
209,CHEMBL3431486,CS(=O)(c1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.53,,,,,,,,,
210,CHEMBL3431487,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(Cl)nc4)on3)=O)cc1,CHEMBL3431937,-5.29,,,,,,,,,
211,CHEMBL3431488,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(scn5)c4)on3)=O)cc1,CHEMBL3431937,-5.62,,,,,,,,,
212,CHEMBL3431490,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc([C@](F)(F)F)nc4)on3)=O)cc1,CHEMBL3431937,-5.66,,,,,,,,,
213,CHEMBL3431491,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(nns5)c4)on3)=O)cc1,CHEMBL3431937,-5.62,,,,,,,,,
214,CHEMBL3431492,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccc4cccnc4n5)on3)=O)cc1,CHEMBL3431937,-5.27,,,,,,,,,
215,CHEMBL3431493,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccc4cnccc4n5)on3)=O)cc1,CHEMBL3431937,-5.35,,,,,,,,,
216,CHEMBL3431494,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cnnc5c4cccc5)on3)=O)cc1,CHEMBL3431937,-5.44,,,,,,,,,
217,CHEMBL3431495,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(nnn5)c4)on3)=O)cc1,CHEMBL3431937,-5.67,,,,,,,,,
218,CHEMBL3431496,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N5C(CCC5=O)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.48,,,,,,,,,
219,CHEMBL3431497,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccccc4)=O)cn3)=O,CHEMBL3431937,-5.36,,,,,,,,,
220,CHEMBL3431498,C[C@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-5.55,,,,,,,,,
221,CHEMBL3431499,C[C@@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-5.54,,,,,,,,,
222,CHEMBL3431500,c1ccc(OCC(N2CCOC[C@@]2c3nc(c4ccc5c(ncn5)c4)no3)=O)cc1,CHEMBL3431937,-5.55,,,,,,,,,
223,CHEMBL3431501,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cn3)=O,CHEMBL3431937,-6.13,,,,,,,,,
224,CHEMBL3431502,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(N)nc4)no3)=O)cc1,CHEMBL3431937,-5.35,,,,,,,,,
225,CHEMBL3431503,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(ncn5)c4)on3)=O)cc1,CHEMBL3431937,-5.52,,,,,,,,,
226,CHEMBL3431504,COc1ccc(Cl)cc1S(=O)(N2CCS(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O,CHEMBL3431937,-5.72,,,,,,,,,
227,CHEMBL3431505,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-5.9,,,,,,,,,
228,CHEMBL3431506,C[C@@]2(C)c1ccc(C(Nc4ccc(C([O-])=O)cc4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.74,,,,,,,,,
229,CHEMBL3431507,C[C@@]2(C)c1ccc(C(Nc4nc(CC([O-])=O)cs4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.71,,,,,,,,,
230,CHEMBL3431508,CC(Nc1cccc(n2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.46,,,,,,,,,
231,CHEMBL3431509,CC(NCc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.53,,,,,,,,,
232,CHEMBL3431510,CS(=O)(NCc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.75,,,,,,,,,
233,CHEMBL3431511,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3F)=O,CHEMBL3431937,-5.55,,,,,,,,,
234,CHEMBL3431512,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3F)=O,CHEMBL3431937,-5.61,,,,,,,,,
235,CHEMBL3431513,COc1ccc2c(c(C(COc3ccncc3)=O)cn2)c1,CHEMBL3431937,-7.7,,,,,,,,,
236,CHEMBL3431514,c1cc(C(Nc3ccc(c4nnnn4)cc3)=O)cc(NS(=O)(c2cccc(Cl)c2)=O)c1,CHEMBL3431937,-7.56,,,,,,,,,
237,CHEMBL3431515,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C(N)=O)cc4)no3)=O)cc1,CHEMBL3431937,-5.29,,,,,,,,,
238,CHEMBL3431516,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(S(=O)(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.79,,,,,,,,,
239,CHEMBL3431517,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C([O-])=O)c4)no3)=O)cc1,CHEMBL3431937,-5.72,,,,,,,,,
240,CHEMBL3431518,c1cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc(S(=O)(N2CCCc3c2cc([C@](F)(F)F)cc3)=O)c1,CHEMBL3431937,-5.44,,,,,,,,,
241,CHEMBL3431519,CCN(C(c1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cc1)=O)CC,CHEMBL3431937,-5.83,,,,,,,,,
242,CHEMBL3431520,Cc1cc(C(Nc3ccc(C([O-])=O)cc3)=O)cc(S(=O)(Nc2cccc([C@](F)(F)F)c2)=O)c1C,CHEMBL3431937,-6.08,,,,,,,,,
243,CHEMBL3431521,c1cc(NC(c2ccc(Cl)c(NS(=O)(c3cc(Cl)cc(Cl)c3)=O)c2)=O)ccc1C([O-])=O,CHEMBL3431937,-5.65,,,,,,,,,
244,CHEMBL3431522,COc1ccc(Cl)cc1S(=O)(Nc2cc(C(Nc3ccc(C([O-])=O)cc3)=O)cc(OC)c2OC)=O,CHEMBL3431937,-5.8,,,,,,,,,
245,CHEMBL3431523,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(Cl)cc4)no3)=O)cc1,CHEMBL3431937,-6.02,,,,,,,,,
246,CHEMBL3431524,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.59,,,,,,,,,
247,CHEMBL3431525,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(S(=O)(NCCO)=O)cc4)no3)=O)cc1,CHEMBL3431937,-5.64,,,,,,,,,
