No.,Compound ID,SMILES,Assay ID,LogP app,,,,,,,,,
248,CHEMBL3431526,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnc(C(N5CCOCC5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.23,,,,,,,,,
249,CHEMBL3431527,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(c5cncn5)cc4)no3)=O)cc1,CHEMBL3431937,-6.58,,,,,,,,,
250,CHEMBL3431528,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N)c4)n3)=O)cc1,CHEMBL3431937,-5.27,,,,,,,,,
251,CHEMBL3431529,CC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.54,,,,,,,,,
252,CHEMBL3431530,CS(=O)(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.59,,,,,,,,,
253,CHEMBL3431531,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C(N)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.65,,,,,,,,,
254,CHEMBL3431532,c1cc(O[C@@](F)F)ccc1Cn3c2ccc(F)cc2c(NC(c4ccc(C([O-])=O)cc4)=O)n3,CHEMBL3431937,-5.5,,,,,,,,,
255,CHEMBL3431535,COc1ccc(Cl)cc1S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.5,,,,,,,,,
256,CHEMBL3431536,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.57,,,,,,,,,
257,CHEMBL3431537,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.61,,,,,,,,,
258,CHEMBL3431538,c1cc(O[C@@](F)F)ccc1Cn3c2ccc(F)cc2c(C(Nc4ccc(c5nnnn5)cc4)=O)n3,CHEMBL3431937,-6.34,,,,,,,,,
259,CHEMBL3431539,C[N@@H+]1CCN(C(COc4ccccc4)=O)[C@@](c2nnc(c3cccc([C@](F)(F)F)c3)n2)C1,CHEMBL3431937,-5.64,,,,,,,,,
260,CHEMBL3431540,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(CC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.58,,,,,,,,,
261,CHEMBL3431541,COc1ccc(Cl)cc1S(=O)(Nc2cccc(C#Cc3ccc(C([O-])=O)cc3)c2)=O,CHEMBL3431937,-6.13,,,,,,,,,
262,CHEMBL3431542,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(ncn5)c4)no3)=O)cc1,CHEMBL3431937,-5.55,,,,,,,,,
263,CHEMBL3431544,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C5NC(ON5)=O)cc4)=O)cc3)=O,CHEMBL3431937,-6.03,,,,,,,,,
264,CHEMBL3431545,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(NC(C5)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.48,,,,,,,,,
265,CHEMBL3431546,c1cc([C@](F)(F)F)cc(S(=O)(N2CCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)c1,CHEMBL3431937,-5.7,,,,,,,,,
266,CHEMBL3431548,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.78,,,,,,,,,
267,CHEMBL3431549,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.92,,,,,,,,,
268,CHEMBL3431550,c1cc3c(N(S(=O)(c4cc(Cl)cc(Cl)c4)=O)CC3)cc1C(Nc2ccc(C([O-])=O)c(Cl)c2)=O,CHEMBL3431937,-5.72,,,,,,,,,
269,CHEMBL3431551,Cc1ccc(OC)c(S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)c1,CHEMBL3431937,-5.79,,,,,,,,,
270,CHEMBL3431552,COc1ccc(Cl)cc1S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.75,,,,,,,,,
271,CHEMBL3431553,c1cc3c(N(S(=O)(c4cc(Cl)cc(Cl)c4)=O)CCC3)cc1C(Nc2ccc(C([O-])=O)c(F)c2)=O,CHEMBL3431937,-5.32,,,,,,,,,
272,CHEMBL3431554,c1cc([C@](F)(F)F)cc(S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)c1,CHEMBL3431937,-5.67,,,,,,,,,
273,CHEMBL3431555,CN1C=C(C(Nc3ccc(C([O-])=O)cc3)=O)C=C(NS(=O)(c2cc(Cl)ccc2OC)=O)C1=O,CHEMBL3431937,-6.57,,,,,,,,,
274,CHEMBL3431556,c1ccc(OCC(N2CC[NH2+]C[C@@]2c3nc(c4ccc5c(ncn5)c4)no3)=O)cc1,CHEMBL3431937,-5.82,,,,,,,,,
275,CHEMBL3431557,C[N@@H+]1CCN(C(COc5ccccc5)=O)[C@@](c2nc(c3ccc4c(CC(N4)=O)c3)no2)C1,CHEMBL3431937,-5.47,,,,,,,,,
276,CHEMBL3431558,c1ccc(OCC(N2CC[NH2+]C[C@@]2c3nc(c4ccc5c(CC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.56,,,,,,,,,
277,CHEMBL3431559,c1ccc(OCC(N2CCCC[C@@]2c3nc(C4C=CC(NC4)=O)no3)=O)cc1,CHEMBL3431937,-5.32,,,,,,,,,
278,CHEMBL3431560,C[N@@H+]1CCN(C(COc5ccccc5)=O)[C@@](c2nc(c3ccc4c(nnn4)c3)no2)C1,CHEMBL3431937,-5.43,,,,,,,,,
279,CHEMBL3431561,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(nnc5C(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.63,,,,,,,,,
280,CHEMBL3431562,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C([O-])=O)cnc4)no3)=O)cc1,CHEMBL3431937,-7.16,,,,,,,,,
281,CHEMBL3431563,CCOC(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O,CHEMBL3431937,-5.81,,,,,,,,,
282,CHEMBL3431564,c1cc(NC(c2ccc(NS(=O)(c3cc(Cl)cc(Cl)c3)=O)s2)=O)ccc1C([O-])=O,CHEMBL3431937,-8,,,,,,,,,
283,CHEMBL3431565,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(cnn5)c4)n3)=O)cc1,CHEMBL3431937,-5.79,,,,,,,,,
284,CHEMBL3431566,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C(N)=O)cnc4)no3)=O)cc1,CHEMBL3431937,-5.42,,,,,,,,,
285,CHEMBL3431567,CCOC(c2cn1ccc(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)on3)cc1n2)=O,CHEMBL3431937,-5.7,,,,,,,,,
286,CHEMBL3431568,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccn4cc(C(N)=O)nc4c5)no3)=O)cc1,CHEMBL3431937,-5.26,,,,,,,,,
287,CHEMBL3431569,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C(NCCO)=O)c4)n3)=O)cc1,CHEMBL3431937,-6.29,,,,,,,,,
288,CHEMBL3431570,COC[C@@]1CC[N@@H+](NC(c2cccc(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)nn3)c2)=O)C1,CHEMBL3431937,-5.48,,,,,,,,,
289,CHEMBL3431571,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C#N)c4)n3)=O)cc1,CHEMBL3431937,-5.53,,,,,,,,,
290,CHEMBL3431572,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnc(N)c4)no3)=O)cc1,CHEMBL3431937,-5.28,,,,,,,,,
291,CHEMBL3431573,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.77,,,,,,,,,
292,CHEMBL3431574,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.84,,,,,,,,,
293,CHEMBL3431575,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C#Cc4ccc(C([O-])=O)cc4)cc3)=O,CHEMBL3431937,-6.59,,,,,,,,,
294,CHEMBL3431576,COc1ccc(Cl)cc1S(=O)(N2CCNc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-6.09,,,,,,,,,
295,CHEMBL3431577,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)nc4)=O)cc3)=O,CHEMBL3431937,-6.24,,,,,,,,,
296,CHEMBL3431578,CCC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.54,,,,,,,,,
297,CHEMBL3431579,C[C@@](C(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O)C,CHEMBL3431937,-5.59,,,,,,,,,
298,CHEMBL3431580,Cc1cc(C(Nc3ccc(c4nnnn4)cc3)=O)nn1Cc2ccc(O[C@@](F)F)cc2,CHEMBL3431937,-5.91,,,,,,,,,
299,CHEMBL3431581,CC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.59,,,,,,,,,
300,CHEMBL3431582,CCNC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.65,,,,,,,,,
301,CHEMBL3431583,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N5CCC5=O)c4)n3)=O)cc1,CHEMBL3431937,-5.7,,,,,,,,,
302,CHEMBL3431584,c1ccc(c2cc([C@@]3CCCCN3C(COc4ccccc4)=O)nn2)cc1,CHEMBL3431937,-6.28,,,,,,,,,
303,CHEMBL3431585,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.53,,,,,,,,,
304,CHEMBL3431586,COc1ccc(Cl)cc1S(=O)(N[C@@]2CCCN(C(COc3ccccc3)=O)C2)=O,CHEMBL3431937,-5.87,,,,,,,,,
305,CHEMBL3431587,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.78,,,,,,,,,
306,CHEMBL3431589,c1ccc(OCC(N2CCCC[C@]2c3ncc(c4cccc([N+]([O-])=O)c4)o3)=O)cc1,CHEMBL3431937,-6.18,,,,,,,,,
307,CHEMBL3431591,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(O)c4)no3)=O)cc1,CHEMBL3431937,-6.19,,,,,,,,,
308,CHEMBL3431592,c1ccc(OCC(N2CCCC[C@@]2c3nc(C4C=CNC(C4)=O)no3)=O)cc1,CHEMBL3431937,-5.27,,,,,,,,,
309,CHEMBL3431594,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccnc(N)c4)n3)=O)cc1,CHEMBL3431937,-5.56,,,,,,,,,
310,CHEMBL3431595,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.72,,,,,,,,,
311,CHEMBL3431596,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.54,,,,,,,,,
312,CHEMBL3431597,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C(N[NH3+])=O)c4)n3)=O)cc1,CHEMBL3431937,-5.7,,,,,,,,,
313,CHEMBL3431598,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc([N+]([O-])=O)n4)no3)=O)cc1,CHEMBL3431937,-5.26,,,,,,,,,
314,CHEMBL3431600,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C5=NNC(O5)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.77,,,,,,,,,
315,CHEMBL3431601,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(c5nnco5)c4)n3)=O)cc1,CHEMBL3431937,-5.52,,,,,,,,,
316,CHEMBL3431602,Cc1cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.78,,,,,,,,,
317,CHEMBL3431603,c1cc(S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.66,,,,,,,,,
318,CHEMBL3431605,Cc1cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.7,,,,,,,,,
319,CHEMBL3431606,Cc1cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.82,,,,,,,,,
320,CHEMBL3431609,CN(C(c1ccc(c2nc([C@@]4[C@]3C[C@]3CN4C(COc5ccccc5)=O)on2)cc1)=O)C,CHEMBL3431937,-5.36,,,,,,,,,
321,CHEMBL3431610,COc1ccc(Cl)cc1S(=O)(N2CCNc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-6.64,,,,,,,,,
322,CHEMBL3431611,c1cc(S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.52,,,,,,,,,
323,CHEMBL3431612,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.67,,,,,,,,,
324,CHEMBL3431613,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.6,,,,,,,,,
325,CHEMBL3431614,c1ccc(OCC(N2CCOC[C@@]2c3nc(c4cc(C(N)=O)cnc4)no3)=O)cc1,CHEMBL3431937,-5.54,,,,,,,,,
326,CHEMBL3431615,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C#N)cnc4)no3)=O)cc1,CHEMBL3431937,-5.2,,,,,,,,,
327,CHEMBL3431616,CNC(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O,CHEMBL3431937,-5.42,,,,,,,,,
328,CHEMBL3431617,CCN(C(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O)CC,CHEMBL3431937,-5.26,,,,,,,,,
329,CHEMBL3431618,CN(C(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O)CCOC,CHEMBL3431937,-5.38,,,,,,,,,
330,CHEMBL3431619,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C(N[C@]5CC5)=O)cnc4)no3)=O)cc1,CHEMBL3431937,-5.5,,,,,,,,,
331,CHEMBL3431620,c1ccc(OCC(N3C[C@@]2C[C@@]2[C@]3c4nc(c5ccc6c(CC(N6)=O)c5)no4)=O)cc1,CHEMBL3431937,-5.27,,,,,,,,,
332,CHEMBL3431621,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3F)=O,CHEMBL3431937,-5.55,,,,,,,,,
333,CHEMBL3431622,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3F)=O,CHEMBL3431937,-5.65,,,,,,,,,
334,CHEMBL3431623,COc1ccc(Cl)cc1S(=O)(N2CCSc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.29,,,,,,,,,
335,CHEMBL3431624,COc1ccc(Cl)cc1S(=O)(N2CCSc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.44,,,,,,,,,
336,CHEMBL3431625,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2OCC3=O,CHEMBL3431937,-5.95,,,,,,,,,
337,CHEMBL3431626,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.39,,,,,,,,,
338,CHEMBL3431627,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.49,,,,,,,,,
339,CHEMBL3431628,Cc1ccc(OC)c(S(=O)(n2ccc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.91,,,,,,,,,
340,CHEMBL3431629,c1cc(S(=O)(n2ccc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-6.22,,,,,,,,,
341,CHEMBL3431630,Cc1cc(C)cc(S(=O)(n2ccc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.84,,,,,,,,,
342,CHEMBL3431631,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(CO5)=O)c4)on3)=O)cc1,CHEMBL3431937,-5.43,,,,,,,,,
343,CHEMBL3431632,C[C@@]2(C)c1ccc(C(Nc4nc(CC([O-])=O)cs4)=O)cc1N(Cc3cc(Cl)ccc3OC)C2=O,CHEMBL3431937,-6.02,,,,,,,,,
344,CHEMBL3431633,C[C@@]2(C)c1ccc(C(Nc4ccc(C([O-])=O)cc4)=O)cc1N(Cc3cc(Cl)ccc3OC)C2=O,CHEMBL3431937,-6.03,,,,,,,,,
345,CHEMBL3431635,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.73,,,,,,,,,
346,CHEMBL3431636,CCN2c1cc(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)no3)ccc1[C@@](C)(C)CC2=O,CHEMBL3431937,-6.4,,,,,,,,,
347,CHEMBL3431637,c1ccc(OCC(N2CCCC[C@@]2c3nc([C@@]4CCCC4)on3)=O)cc1,CHEMBL3431937,-5.36,,,,,,,,,
348,CHEMBL3431638,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.79,,,,,,,,,
349,CHEMBL3431639,c1cc(c2nc([C@]3CCCCN3C(COc4ccncc4)=O)nn2)cc([C@](F)(F)F)c1,CHEMBL3431937,-5.76,,,,,,,,,
350,CHEMBL3431640,CC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)n(C)n2)c1)=O,CHEMBL3431937,-5.53,,,,,,,,,
351,CHEMBL3431641,Cn1cc(Sc4cccc(Cl)c4)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.89,,,,,,,,,
352,CHEMBL3431642,Cn1cc(S(=O)(c4cccc(Cl)c4)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6,,,,,,,,,
353,CHEMBL3431643,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5cc4c(nc5)ncn4)on3)=O)cc1,CHEMBL3431937,-5.45,,,,,,,,,
354,CHEMBL3431644,CC(Nc1cccc(C#C[C@]2CCCCN2C(COc3ccccc3)=O)c1)=O,CHEMBL3431937,-5.75,,,,,,,,,
355,CHEMBL3431645,CC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)ccn1)=O,CHEMBL3431937,-5.27,,,,,,,,,
356,CHEMBL3431646,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2SCC3=O,CHEMBL3431937,-5.82,,,,,,,,,
357,CHEMBL3431647,COc1ccc(Cl)cc1S(=O)(N2COCc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.67,,,,,,,,,
358,CHEMBL3431648,COc1ccc(Cl)cc1S(=O)(N2COCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.86,,,,,,,,,
359,CHEMBL3431649,COc1ccc(Cl)cc1S(=O)(N2COCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.88,,,,,,,,,
360,CHEMBL3431650,c1ccc(OCC(N2CCCC[C@@]2c3nc([C@@]4([C@](F)(F)F)CC4)on3)=O)cc1,CHEMBL3431937,-5.27,,,,,,,,,
361,CHEMBL3431651,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(Cl)nnc4O)on3)=O)cc1,CHEMBL3431937,-5.21,,,,,,,,,
362,CHEMBL3431652,C[C@@]2(C)c1ccc(C(Nc4nccs4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-6.52,,,,,,,,,
363,CHEMBL3431653,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(C(N5)=O)=O)c4)on3)=O)cc1,CHEMBL3431937,-6.33,,,,,,,,,
364,CHEMBL3431654,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccc4nccn4c5)no3)=O)cc1,CHEMBL3431937,-5.2,,,,,,,,,
365,CHEMBL3431655,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(CO5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.41,,,,,,,,,
366,CHEMBL3431659,COc1ccc(Cl)cc1S(=O)(N2CCS(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O,CHEMBL3431937,-6.92,,,,,,,,,
367,CHEMBL3431660,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(CN5)=O)c4)on3)=O)cc1,CHEMBL3431937,-5.74,,,,,,,,,
368,CHEMBL3431661,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CCC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.48,,,,,,,,,
369,CHEMBL3431662,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2S(=O)(CC3=O)=O,CHEMBL3431937,-6.07,,,,,,,,,
370,CHEMBL3431663,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(NC(CO5)=O)c4)n3)=O)cc1,CHEMBL3431937,-6.02,,,,,,,,,
371,CHEMBL3431664,CC(Nc1ccc(F)c(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.37,,,,,,,,,
372,CHEMBL3431665,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N)n4)on3)=O)cc1,CHEMBL3431937,-5.26,,,,,,,,,
373,CHEMBL3431666,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C#N)nc4)on3)=O)cc1,CHEMBL3431937,-5.07,,,,,,,,,
374,CHEMBL3431667,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc5c4C(NN5)=O)on3)=O)cc1,CHEMBL3431937,-5.19,,,,,,,,,
375,CHEMBL3431668,C[C@@]2(C)c1ccc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.96,,,,,,,,,
376,CHEMBL3431669,C[C@@]2(C)c1ccc(C(Nc4ccc(CC([O-])=O)c(Cl)c4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.87,,,,,,,,,
377,CHEMBL3431670,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnc(N)c4)on3)=O)cc1,CHEMBL3431937,-5.31,,,,,,,,,
